annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,93585,10925,2047,3.7070813224,73670,1.7716503854,78565,6613,1291,2.8820456275,58790,1.9688531118,15020,587,37,8.0225892699,14880,0.9925140756,4312,756
2021-2022,12,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,24233,7353,567,7.6600084481,23100,1.7016219336,12388,2405,328,3.8461322337,11275,2.138284676,11845,1000,0,11.648720862,11825,1.2852690862,4948,239
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,212350,34221,11595,7.0301411454,169519,2.7978821696,139112,10662,4079,4.3441169405,97348,3.4472124063,73238,9308,620,12.132112788,72171,1.9220317602,23559,7516
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,200997,30238,11281,8.062137583,168780,2.7631158214,127594,9628,4119,4.7233654665,95777,3.5327000567,73403,12552,2443,13.865814401,73003,1.7534522554,20610,7162
2021-2022,12,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,57226,8291,4622,13.468434705,46488,2.8925793275,34799,2453,1789,6.9379562312,24225,4.1485295838,22427,8655,2369,23.601493983,22263,1.5259443297,5838,2833
2021-2022,12,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,71758,1,2075,5.1553234212,63157,1.8152230816,49464,1,1036,4.3809400776,41482,2.1041908271,22294,291,0,6.8734582424,21675,1.2621914776,0,1039
2021-2022,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,147837,13248,7542,10.189728194,128623,2.3786971507,95916,3496,2104,5.784785081,77133,2.8728395074,51921,11681,4542,18.327177849,51490,1.6384624954,9752,5438
2021-2022,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,92301,18014,10313,13.142886886,72605,3.2112440374,51834,3962,3561,5.5298283355,32547,4.3560107434,40467,14533,4832,22.894419664,40058,2.2811246609,14052,6752
2021-2022,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,92621,15819,10380,11.357792197,81295,2.6066990009,60989,4834,4097,5.9664553763,49772,3.1844309998,31632,9820,3251,21.752716368,31523,1.6945118027,10985,6283
2021-2022,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,76479,13377,4007,9.2543281634,69587,1.8541106856,30736,1760,524,3.9772516484,24641,2.0955993286,45743,6322,1178,12.800143343,44946,1.7217179999,11617,3483
2021-2022,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,65710,9709,7158,11.490771868,57711,2.0683645665,42577,2721,3076,4.8016941528,34663,2.631670938,23133,8758,2501,23.802225717,23048,1.2211809171,6988,4082
2021-2022,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,117578,18750,9545,10.274434694,96478,2.7127982603,80580,5721,4289,5.48422286,59567,3.5871916451,36998,12143,2982,20.707303218,36911,1.3017015479,13029,5256
2021-2022,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,16616,4332,501,9.4136568334,16169,1.4557835295,10263,1707,417,3.5565141501,9819,1.6652744962,6353,1974,215,18.875620529,6350,1.1318478128,2625,84
2021-2022,12,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,123623,16134,8113,8.1880549354,96151,2.3017979012,90037,7319,3637,3.8344374998,63067,2.3165706268,33586,8665,3623,19.859187343,33084,2.2736371139,8815,4476
2021-2022,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,96528,10602,5767,5.7717312536,79041,2.640684592,78958,5770,4303,4.3361116986,61594,2.9236645615,17570,2256,378,12.223276434,17447,1.6416665234,4832,1464
2021-2022,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,86728,9593,4973,6.861733504,70260,2.3863922336,67881,5089,3127,3.9014757852,51906,2.4679674155,18847,3620,1781,17.523656049,18354,2.1556936726,4504,1846
2021-2022,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,68984,11317,2954,5.2462688812,61304,1.7083751287,54645,6505,2056,3.170782856,47249,1.8316165186,14339,2178,589,13.155811656,14055,1.2940718605,4812,898
2021-2022,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,14653,1785,423,3.4653277107,12901,1.1527212576,12284,1203,245,2.3613606679,10545,1.2251217533,2369,125,2,9.1897393415,2356,0.8286706518,582,178
2021-2022,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,183095,28472,8608,5.8508367772,159802,1.3220428127,134026,11386,4211,2.922059675,110778,1.561040517,49069,8160,897,13.850434892,49024,0.7819871729,17086,4397
2021-2022,12,13,Laval,CISSS DE LAVAL,Total établissement,,79852,13075,5164,8.4738107756,62626,2.6918319778,52244,3775,1554,4.7978723979,35095,3.4138615583,27608,4924,380,15.429972925,27531,1.7714285008,9300,3610
2021-2022,12,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,125732,20410,8047,9.9582061514,95379,3.2132172497,81870,6072,4300,5.6976529016,51737,4.1104449105,43862,12715,1716,17.910681975,43642,2.149566008,14338,3747
2021-2022,12,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,162529,25591,11289,12.105490651,125444,3.4929385002,105999,8696,4140,6.0146071216,69295,4.3394805501,56530,20111,7316,23.526462935,56149,2.4481980534,16895,7149
2021-2022,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,121975,19179,9193,9.5889710596,81020,3.500999544,85587,6915,3871,5.122083494,44712,4.1376878318,36388,11333,2702,20.095388177,36308,2.7169407492,12264,5322
2021-2022,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,121862,21445,7141,10.595268464,93490,3.1638678231,74858,7200,2698,4.8177100495,46842,3.823829576,47004,13521,5026,19.796537883,46648,2.5011614169,14245,4443
2021-2022,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,83901,14545,4923,13.157199361,67673,2.4661356121,55877,4311,2504,5.5457761144,39746,3.0231435379,28024,10675,4826,28.333601615,27927,1.6733960763,10234,2419
2022-2023,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,130299,20443,4773,4.4240147938,112243,1.9531595239,97944,9485,2878,3.1825121526,80433,2.1264469013,32355,1059,47,8.1822510689,31810,1.514994682,10958,1895
2022-2023,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,167240,24119,8055,6.3154135441,142124,2.6683473156,116185,9610,3039,3.8175676483,91862,2.9838966542,51055,5904,858,11.999719203,50262,2.0916294506,14509,5016
2022-2023,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,211013,34114,16042,9.3724316222,178440,1.8641260679,124303,10100,5096,4.1934662232,92064,2.4575440273,86710,18959,5197,16.796730273,86376,1.2316305712,24014,10946
2022-2023,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,117846,13094,2215,3.9884619357,88028,2.035429595,99466,7988,1403,3.1105837869,69936,2.2693687006,18380,1063,194,8.7392251542,18092,1.1311202158,5106,812
2022-2023,12,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,25595,8145,582,8.2862299494,24204,1.9464296535,13073,2650,314,4.0029862227,11716,2.4599085771,12522,1460,1,12.757947346,12488,1.4646936615,5495,268
2022-2023,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,224651,36088,11267,7.8259260908,173433,3.1570039295,149575,11529,3556,4.7547691979,99502,3.945534791,75076,12851,1839,13.944636361,73931,2.0957387256,24559,7711
2022-2023,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,219601,32745,11458,8.7837554335,178383,3.2823093335,144237,10768,3980,5.3529678142,103428,4.2469782092,75364,15656,3653,15.349841547,74955,1.9511936977,21977,7478
2022-2023,12,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,62201,8715,5168,13.806387178,48077,3.0378572394,37192,2281,1944,7.3328656775,23243,4.8102512943,25009,9850,2623,23.433449902,24834,1.3790123084,6434,3224
2022-2023,12,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,81806,0,1706,6.1023395696,65841,2.6831075368,55045,0,810,5.4063934003,40220,3.3557771355,26761,646,14,7.5338390236,25621,1.6271467524,0,896
2022-2023,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,159669,13003,7233,11.717589818,130665,2.8800094219,108859,3637,2175,6.74283956,80381,3.5617349837,50810,13755,6410,22.375852725,50284,1.7902436439,9366,5058
2022-2023,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,96594,18923,9707,13.44316749,73129,3.138352922,57240,4566,3292,5.3850666977,34121,4.3530971559,39354,14987,6025,25.163594623,39008,2.0757942673,14357,6415
2022-2023,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,95046,17178,10605,12.332583129,80838,2.6336002183,63651,5324,4075,5.9761034609,49565,3.2106079391,31395,11282,4478,25.219867327,31273,1.7190928899,11854,6530
2022-2023,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,80335,14960,4339,10.400936108,70268,2.2933485568,30549,1837,503,4.0992282526,21712,2.7563326348,49786,7879,1973,14.267703337,48556,2.0863234661,13123,3836
2022-2023,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,71542,10575,7559,11.015551684,62299,2.1688064148,45439,2638,2791,4.8507288771,36276,2.8495722608,26103,9084,2107,21.747014871,26023,1.2198204473,7937,4768
2022-2023,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,127997,20166,10087,10.821688197,99834,3.2008623509,90507,6434,4483,5.9735575701,62475,4.2265538304,37490,14326,3768,22.525869543,37359,1.4856110011,13732,5604
2022-2023,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,17526,4831,537,8.982899787,17025,1.3677198564,10926,1998,461,3.7695716639,10432,1.6006169319,6600,1687,194,17.613327525,6593,0.9992104842,2833,76
2022-2023,12,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,144368,18133,7900,9.1378268691,107131,2.9237506806,107549,8263,3538,4.4095399436,71070,2.9700348014,36819,10592,5346,22.949243001,36061,2.8325326761,9870,4362
2022-2023,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,104840,11359,5582,6.1836365732,87673,2.9463138404,86171,6064,4105,4.7713553928,69169,3.2332258631,18669,2480,469,12.702340392,18504,1.8738204502,5295,1477
2022-2023,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,94705,10273,4647,6.6021815433,75532,2.8300822683,75236,5671,3031,4.3945682807,56503,2.9811489065,19469,3387,1351,15.133281827,19029,2.3815185886,4602,1616
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,76775,12547,3221,5.7276006115,67386,1.9850426646,61791,7382,2172,3.5420634298,52710,2.1391222201,14984,2716,931,14.740316041,14676,1.4316539096,5165,1049
2022-2023,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,15890,1938,428,4.4537096881,14002,1.849598113,13431,1321,262,3.2839272537,11559,1.9683983861,2459,234,19,10.843033754,2443,1.2874972711,617,166
2022-2023,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,222245,33485,9376,6.1401810689,191009,1.7181019597,172071,15220,4965,3.3419801387,140896,2.0134813681,50174,11017,2115,15.73657028,50113,0.8876232991,18265,4411
2022-2023,12,13,Laval,CISSS DE LAVAL,Total établissement,,85630,14605,5371,9.3653545811,64404,3.099714338,56417,4075,1539,5.4632937176,35300,3.99373209,29213,6733,565,16.901128645,29104,2.015367628,10530,3832
2022-2023,12,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,132699,21875,8060,10.952831088,94978,3.8104022393,89077,6712,4291,6.2412315905,51560,4.8365926914,43622,14726,3564,20.574011877,43418,2.5917744881,15163,3769
2022-2023,12,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,175620,27942,11432,12.398869629,130576,3.9891159129,116184,9525,3887,6.4915338601,71605,4.9261800852,59436,21766,7857,23.94638122,58971,2.8512942708,18417,7545
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,129147,20178,8933,10.038760878,81072,3.9958009581,92264,7358,3590,5.4887757323,44325,4.6174804725,36883,11628,3628,21.420693733,36747,3.2459181248,12820,5343
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,126277,23006,7214,11.784810366,96350,3.9396105778,78640,7932,2691,5.7912899853,49064,4.7169912993,47637,14751,5885,21.679019547,47286,3.1329995782,15074,4523
2022-2023,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,89170,15624,4770,14.246243969,68728,2.5039229564,62340,5257,2254,6.0563756149,41967,3.0525271046,26830,11716,6238,33.275554189,26761,1.6435937351,10367,2516
2023-2024,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,124612,21541,5119,4.7609136315,108687,1.9858063087,92579,10390,3032,3.335156341,77190,2.1758842575,32033,1567,206,8.8815137688,31497,1.5199804567,11151,2087
2023-2024,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,163627,25847,8381,6.2706268967,140455,2.691889943,111185,10842,3363,3.8828047973,88897,3.0260054708,52442,5075,419,11.333172187,51558,2.1158034371,15005,5018
2023-2024,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,215951,37453,16531,9.2025721563,183231,2.0057783087,125996,10847,5285,4.3226360471,93727,2.6611840031,89955,18621,4188,16.037683379,89504,1.3194490997,26606,11246
2023-2024,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,111739,13208,2106,3.9761519677,85214,1.914359358,93936,8277,1339,3.0109511825,67673,2.1285291648,17803,1162,250,9.0689509883,17541,1.0880944169,4931,767
2023-2024,12,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,26810,8833,636,8.3402942517,25172,2.1644163709,14006,3009,366,4.2388176892,12399,2.7900931751,12804,1621,8,12.826804775,12773,1.5570597049,5824,270
2023-2024,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,222648,38826,11230,7.4585893054,175684,3.0134008283,144774,12578,3508,4.6210280621,99081,3.7621886386,77874,10906,976,12.73384281,76603,2.0448924796,26248,7722
2023-2024,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,217525,34987,11438,8.8405461377,179475,3.357869968,142056,12408,4131,5.4576660789,104397,4.3255942221,75469,15418,3292,15.208172708,75078,2.0122359746,22579,7307
2023-2024,12,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,68368,10020,5230,12.895032622,51198,3.1138809133,40307,2705,1637,7.4692516533,23343,5.0892210727,28061,9524,1793,20.688659131,27855,1.4585096931,7315,3593
2023-2024,12,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,72602,0,1690,5.2015940179,62612,1.9347552919,46162,0,719,4.3982719613,36972,2.5021694195,26440,420,5,6.6041262712,25640,1.1165635942,0,971
2023-2024,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,155869,13139,7310,11.427411938,133968,2.4807809804,104555,3884,2115,5.8924136871,83233,2.8932777297,51314,14099,6442,22.705264808,50735,1.8040619121,9255,5195
2023-2024,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,96903,18961,9424,12.567939902,74922,3.0793110576,56591,4767,3511,5.5004350957,34811,4.3499557691,40312,14306,4408,22.489480993,40111,1.976560863,14194,5913
2023-2024,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,94613,18038,10705,13.143622294,80450,2.7568396658,62349,5831,4087,6.1793477709,48303,3.4045025844,32264,12519,5049,26.601828104,32147,1.7836831673,12207,6618
2023-2024,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,83046,15898,4541,11.279310108,71189,2.5682792597,29932,1955,467,4.0980270465,19554,3.0734098877,53114,9010,2702,15.326268812,51635,2.376987998,13943,4074
2023-2024,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,74334,11996,7704,11.522655458,63011,2.2793351558,46484,3254,2929,5.106474211,35240,3.033402699,27850,10209,2301,22.231803361,27771,1.3224614306,8742,4775
2023-2024,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,128471,21364,9798,11.150800933,97859,3.3056180775,89743,6970,4017,6.1305565337,59233,4.4352782139,38728,14801,4082,22.784032526,38626,1.5732834101,14394,5781
2023-2024,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,18505,5080,489,8.8594338917,17885,1.5739389308,11772,2319,408,3.9975964152,11156,1.8507933947,6733,1666,136,17.359886999,6729,1.1149422896,2761,81
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,143222,19606,7881,9.7240561487,106906,3.4873371181,104468,8821,3343,5.1166054704,69183,3.4287859453,38754,11570,4937,22.144223292,37723,3.5947184447,10785,4538
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,103099,12141,5429,6.2595599672,87595,2.8622611609,83158,6494,3891,4.8381108185,67852,3.1530417878,19941,2372,445,12.187290187,19743,1.8629172365,5647,1538
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,92525,10647,4956,6.4528264043,74176,2.7762591487,72958,6086,3155,4.0363727076,55055,2.9209584405,19567,3580,1372,15.462875405,19121,2.3596271987,4561,1801
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,75797,13042,3111,5.6584157355,67565,1.8961429405,60930,7812,2101,3.4527502052,52920,2.0383337952,14867,2852,771,14.697979922,14645,1.3823334471,5230,1010
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,15533,2175,476,4.0391516628,13851,1.5217352137,12667,1400,281,2.8855125962,11012,1.5975729003,2866,167,4,9.1379465186,2839,1.2275736762,775,195
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,220688,34842,9301,6.0125343345,190596,1.8776478855,172179,16735,4939,3.4502228269,142153,2.2065228428,48509,9168,1847,15.10726383,48443,0.9125845782,18107,4362
2023-2024,12,13,Laval,CISSS DE LAVAL,Total établissement,,83289,16125,5246,10.02408507,65184,2.9930271104,52847,4797,1295,5.472088219,34815,3.8171035872,30442,7504,981,17.92630495,30369,2.0483064236,11328,3951
2023-2024,12,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,134274,24250,8460,10.765661556,97973,3.8931594646,88195,7792,4504,6.1896471928,52146,4.862619371,46079,14766,2769,19.524132589,45827,2.7900225304,16458,3956
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,174791,30901,11878,12.152784704,133173,3.9220902281,113259,10831,3777,6.4996517152,72162,4.897883412,61532,21153,6893,22.558235349,61011,2.7679510116,20070,8101
